,name,roast,acid,body,desc_1,region,keyword,new_keyword,cluster
73,Colombia Castillo Fruit Maceration Series (Grape),0.2,0.8,0.9,"Candy-like, chocolaty. Jolly Roger candy, baking chocolate, bay leaf, crisped rice, cedar in aroma and cup. Tart-leaning structure with brisk acidity; full, satiny mouthfeel. Crisply tart finish with fruit and aromatic wood impulses.",south_america,"['candy', 'chocolate', 'chocolaty', 'jolly', 'tart']","sweety, chocolate",1
74,Colombia Castillo Fruit Maceration Series (Strawberry),0.4,0.8,0.9,"Sweetly tart, delicately bright. Berry melange, narcissus, cocoa nib, amber, agave syrup in aroma and cup. Brightly tart with brisk acidity; creamy, viscous mouthfeel. The long, resonant finish is flavor-saturated, balanced and complex.",south_america,"['cocoa', 'syrup', 'sweetly']","sweety, chocolate",3
75,Balearic Beans,0.2,0.8,0.9,"Crisply sweet-tart, cocoa-toned. Watermelon candy, cocoa nib, pistachio brittle, fresh-cut fir, brown sugar in aroma and cup. Tart-leaning structure with citric acidity; full, syrupy mouthfeel. Cocoa and pistachio lead the quiet, wood-framed finish.",africa_arabia,"['cocoa', 'watermelon', 'candy', 'sugar', 'syrupy']","fruity, sweety, chocolate",2
76,Colombia Castillo Fruit Maceration Series (Peach),0.4,0.9,0.9,"Elegantly floral, richly sweet. White peach, lilac, cocoa nib, lemon-thyme, oak in aroma and cup. Sweet-tart structure with vivacious, juicy acidity; plush, syrupy mouthfeel. Gently fruit-driven finish with notes of lemon-thyme and oak.",south_america,"['floral', 'lilac', 'peach', 'cocoa']","fruity, chocolate, floral",2
77,El Triunfo Mexico,0.4,0.8,0.8,"A solidly satisfying Mexico cup with crisp chocolate, sweet citrus, and juicy fruit notes.",central_america,"['mexico', 'cup', 'chocolate', 'fruit', 'notes']","fruity, chocolate",1
78,Full Moon Espresso,0.6,0.8504273504273505,0.9,"Evaluated as espresso. Richly floral, elegantly fruit-toned, chocolaty. Star jasmine, passionfruit, dark chocolate fudge, myrrh, a hint of marjoram in aroma and small cup. Very syrupy, viscous mouthfeel; crisply chocolaty, fruit-driven finish. In three parts milk, resonantly aromatic and complex with multiple layers of florals, fruit, chocolate, sweet herbs, and myrrh-like resin.",africa_arabia,"['espresso', 'chocolaty', 'floral', 'florals', 'chocolate']","chocolate, floral",0
79,World 2.0 Espresso Blend,0.4,0.8504273504273505,0.9,"Evaluated as espresso. Richly sweet, deeply chocolaty. Pie cherry, baking chocolate, lily, fir, cashew in aroma and small cup. Satiny mouthfeel; fir and cashew lead in the gently drying finish. Chocolate and pie cherry notes intensify in three parts milk.",,"['espresso', 'chocolate', 'chocolaty', 'milk', 'pie']",chocolate,0
80,Ethiopia Sidama Tamiru Tadesse Anaerobic Natural Special Auction Lot,0.2,0.9,0.9,"Floral-toned, richly fruity. Narcissus, watermelon candy, dark chocolate, amber, clove in aroma and cup. Sweet-savory structure with winey acidity; very full, syrupy mouthfeel. Resonant, long, flavor-laden finish.",africa_arabia,"['floral', 'candy', 'chocolate']","sweety, chocolate, floral",1
81,Guatemala Finca Las Victorias Anaerobic Natural,0.4,0.8,0.9,"Sweetly savory, deep-toned. Dark chocolate, red plum, hop flowers, bay leaf, agave syrup in aroma and cup. Crisply sweet structure with savory undertones and gentle acidity; full, viscous mouthfeel. Gently dying finish with leading notes of dark chocolate and hop flowers.",central_america,"['chocolate', 'sweetly', 'syrup', 'plum']","fruity, sweety, chocolate",3
82,Colombia La Esperanza 100% Geisha Hanashaku,0.2,0.9,0.9,"Delicate, elegant, sweetly bright. Bergamot, cocoa nib, dried mango, freesia, fresh-cut oak in aroma and cup. Sweet-toned structure with sparkling acidity; silky-smooth mouthfeel. Gently citrusy, cocoa-toned finish.",south_america,"['cocoa', 'bergamot', 'mango', 'citrusy']","fruity, chocolate, sour",2
83,Kona Extra Fancy,0.4,0.9,0.9,"Richly chocolaty, balanced, deep-toned. Dark chocolate, persimmon, roasted almond butter, magnolia, oak forest in aroma and cup. Sweet in structure with vibrant, apple-like malic acidity; plush, viscous mouthfeel. Integrated, flavor-saturated, very long finish.",hawaii,"['chocolate', 'chocolaty', 'almond', 'butter']","chocolate, nutty",1
84,Costa Rica Las Lajas Perla Negra,0.4,0.9,0.9,"Delicately fruit-toned, richly tart. Raspberry jam, cocoa nib, lime, honeysuckle, cedar in aroma and cup. Sweetly tart structure with juicy acidity; syrupy-smooth mouthfeel. The finish consolidates to pleasing berry and citrus notes supported by cocoa nib.",central_america,"['cocoa', 'fruit', 'berry', 'nib', 'honeysuckle']","fruity, chocolate, floral, berry",2
85,Ecuador COE 1st place Arashi Typica Mejorado Washed,0.2,0.9,0.9,"Exceptionally balanced, high-toned. Pineapple, bergamot, cocoa nib, hazelnut, ginger flower in aroma and cup. Sweetly tart structure with cleanly fruity, vibrant acidity; very full, richly satiny mouthfeel. Crystalline finish that carries over all the aroma and flavor notes from the cup.",south_america,"['pineapple', 'hazelnut', 'ginger']","fruity, nutty, spicy",2
86,Burundi Natural Anaerobic Kibingo,0.4,0.8,0.9,"High-toned, sweetly tart. Black cherry, dark chocolate, pink peppercorn, pineapple saltwater taffy, redwood in aroma and cup. Crisply tart structure with brisk acidity; plush, syrupy mouthfeel. Fruity, chocolaty finish with undertones of pink peppercorn.",africa_arabia,"['peppercorn', 'chocolate', 'taffy', 'tart', 'pineapple']","fruity, sweety, chocolate, spicy",1
87,Peru Gesha Limited-Release Homer Alarcón Gayoso,0.4,0.8,0.9,"Deeply rich, sweet-toned. Caramel, baking chocolate, cane sugar, red plum, oak in aroma and cup. Sweet structure with gentle, round acidity; very full, syrupy mouthfeel. Crisply chocolaty, caramel-toned finish.",south_america,"['caramel', 'chocolate', 'sugar', 'chocolaty']","sweety, chocolate",1
88,Ethiopia Getu Kurume Natural,0.2,0.9,0.9,"Elegant, delicate, sweetly tart. Bergamot, dried apricot, cocoa nib, sage, star jasmine in aroma and cup. Delicately sweet, balanced structure with high-toned acidity; very smooth, satiny mouthfeel. Resonant, long, flavor-laden finish.",africa_arabia,"['bergamot', 'cocoa', 'apricot']","fruity, chocolate",2
89,Taste Bud Travel Blend Espresso,0.4,0.8504273504273505,0.9,"Evaluated as espresso. Richly nut-toned, deeply sweet. Almond brittle, date, gardenia, orange zest, cedar in aroma and small cup. Very syrupy, viscous mouthfeel; sweetly nutty finish. In three parts milk, floral tones are amplified, as are rich almond notes.",central_america,"['espresso', 'almond', 'floral', 'syrupy', 'brittle']","sweety, nutty, floral",0
90,Fruit of the Goddess Espresso Blend,0.4,0.8504273504273505,0.9,"Juicy, sweet-tart, rich and deep. Black cherry, dark chocolate, sage, star jasmine, sandalwood in aroma and small cup. Creamy-smooth mouthfeel; long, lingering, chocolaty finish. Dark chocolate, black cherry and star jasmine take center stage in  cappuccino-scaled milk.",africa_arabia,"['chocolate', 'creamy', 'chocolaty', 'milk', 'cappuccino']","sweety, chocolate",0
91,Papua New Guinea Wahgi Valley Sigri Estate Peaberry,0.4,0.9,0.9,"Spice-toned, exceptionally sweet. Clove, cinnamon, green apple, cocoa nib, magnolia in aroma and cup. Crisply sweet structure with lively acidity; very full, syrupy mouthfeel. The finish consolidates to spice-toned cocoa nib with a hint of magnolia.",asia_pacific,"['cocoa', 'cinnamon', 'clove', 'spice']","chocolate, spicy, floral",2
92,Kenya Nyeri Asali Peaberry,0.4,0.9,0.9,"Rich-toned, deeply sweet-savory. Red currant, mustard flower, cocoa nib, butterscotch, almond butter in aroma and cup. Balanced, richly sweet-savory structure with juicy, bright acidity; plush, syrupy mouthfeel. Finish consolidates to cocoa-toned red currant with butterscotch undertones.",africa_arabia,"['cocoa', 'butter', 'butterscotch', 'currant', 'almond']","fruity, chocolate, nutty",2
93,Ethiopia Gera Estate Anaerobic Natural,0.4,0.9,0.9,"Tropically fruity, richly chocolaty. Dried blueberry, lychee, chocolate fudge, cedar, wisteria in aroma and cup. Brightly sweet-tart structure with winy acidity; plush, very viscous mouthfeel. Long, resonant, flavor-saturated finish.",africa_arabia,"['chocolaty', 'blueberry', 'chocolate', 'fudge']","chocolate, berry",1
94,Cattleya Blend,0.4,0.8,0.8,"Sweet-toned, gently nut-driven. Hazelnut, pink grapefruit zest, caramel, green apple, cedar in aroma and cup. Sweet-savory structure with pert acidity; crisp, silky mouthfeel. The finish leads with notes of hazelnut and caramel with undertones of green apple.",central_america,"['hazelnut', 'caramel', 'grapefruit', 'silky']","fruity, sweety, nutty",2
95,Ethiopia Natural Guji Morel Floral Kudume,0.2,0.9,0.8,"Crisp, cocoa-toned, gently floral. Baking chocolate, orange zest, date, hint of narcissus, fir in aroma and cup. Sweet-tart structure with high-toned acidity; crisply satiny mouthfeel. Gently drying finish with aromatic wood notes supported by orange zest.",africa_arabia,"['cocoa', 'chocolate', 'floral', 'baking']","chocolate, floral, body",4
96,Colombia Cauca Finca El Paraiso Rose Tea,0.2,0.8,0.8,"Richly aromatic, gently tart. Tamarind, magnolia, oak, pistachio, pink grapefruit zest in aroma and cup. Sweetly tarty structure with gently brisk acidity; crisp, satiny mouthfeel. Gently drying finish centered around notes of tamarind and oak with pistachio undertones.",south_america,"['grapefruit', 'pistachio', 'tamarind', 'tarty']","fruity, nutty, green",2
97,Symphony Costa Rica Canet Caturra Raisin Honey,0.4,0.8,0.8,"Gently sweet, crisply fruity. Dried pear, brown sugar, Brazil nut, fir, baking chocolate in aroma and cup. Sweet structure with brisk acidity; velvety-smooth mouthfeel. Satisfying simple, sweetly nut-driven finish.",central_america,"['chocolate', 'sugar', 'pear', 'baking', 'fruity']","fruity, sweety, chocolate, body",4
98,Goddess Costa Rica Dota Tarrazu Geisha Natural,0.4,0.8,0.9,"Sweet-tart, gently herbaceous. Dried apricot, honey, cashew butter, cocoa nib, lemon verbena in aroma and cup. Crisply sweet structure with even-keeled acidity; full, syrupy mouthfeel. The finish consolidates to notes of honey and cashew butter.",central_america,"['butter', 'cocoa', 'cashew', 'apricot']","fruity, chocolate, nutty",2
99,Colombia Cauca Finca El Paraiso Double-Anaerobic Flor Lychee,0.4,0.9,0.9,"Resonantly floral, fruit-driven. Narcissus, pomegranate, amber, dark chocolate in aroma and cup. Sweetly tart structure with gently bright, fruity acidity; lively, viscous mouthfeel. The rich, concentrated finish centers around notes of pomegranate and dark chocolate with lush undertones of amber. ",south_america,"['floral', 'pomegranate', 'chocolate', 'fruit']","fruity, chocolate, floral",1
100,Costa Rica Canet Musician Mozart,0.4,0.8,0.9,"Spice-toned, richly sweet. Clove, caramel, red apple, honeysuckle, oak in aroma and cup. Sweet structure with brisk acidity; full, syrupy mouthfeel. Finish consolidates to notes of baking spices and caramel.",central_america,"['spices', 'spice', 'caramel', 'clove']","sweety, spicy, floral",2
101,Memories of Autumn,0.2,0.9,0.9,"Complex, multi-layered, deeply sweet. Lilac, cocoa nib, apricot, almond, tangerine zest in aroma and cup. Bright, juicy acidity; plush, syrupy mouthfeel. The resonant finish leads with notes of lilac and plum, balanced by suggestions of crisp cocoa.",africa_arabia,"['lilac', 'cocoa', 'syrupy', 'tangerine']","fruity, sweety, chocolate, floral",2
102,Colombia El Paraiso Floral Lychee,0.2,0.8,0.9,"Floral-toned, richly sweet-savory. Black cherry, dark chocolate, marjoram, sandalwood, agave syrup in aroma and cup. Sweetly tart structure with brisk acidity; syrupy-smooth mouthfeel. The finish leads with notes of black cherry, rounding to cocoa tones in the long.",south_america,"['chocolate', 'floral', 'cocoa', 'cherry']","fruity, chocolate, floral",2
103,Open Country Cafe Series,0.4,0.8,0.9,"Crisply chocolaty, richly sweet. Pear, baking chocolate, magnolia, cashew, marjoram in aroma and cup. Sweet-toned structure with brisk acidity; plush, creamy mouthfeel. The sweetly nutty finish is supported by magnolia and baking chocolate. ",central_america,"['chocolaty', 'chocolate', 'creamy', 'sweetly', 'baking']","sweety, chocolate, body",4
104,Backwoods Espresso,0.6,0.8504273504273505,0.8,"Evaluated as espresso. Rich-toned, deeply chocolaty. Dark chocolate, agave syrup, pomegranate nectar, almond brittle, cedar in aroma and small cup. Crisp, syrupy mouthfeel; chocolaty-sweet finish with undertones of almond and cedar. In cappuccino-scaled milk, dark chocolate notes dominate and a freesia-like spicy floral note emerges. ",,"['espresso', 'chocolaty', 'chocolate', 'cappuccino', 'syrup']","sweety, chocolate",0
105,Costa Rica Cerro Dragon Geisha Honey,0.4,0.9,0.9,"Delicately sweet-tart, balanced. Guava, macadamia nut, lemon verbena, cocoa nib, oak forest notes in aroma and cup. Sweetly tart structure with high-toned, balanced acidity; crisp, silky mouthfeel. The finish consolidates to notes of cocoa-toned guava with sweet herb undertones.",central_america,"['cocoa', 'guava', 'sweetly', 'macadamia']","fruity, sweety, chocolate, nutty",2
106,Guatemala Washed El Injerto EI05 Mocca,0.2,0.9,0.9,"Exceptionally balanced, elegant, resonantly spice-toned. Red currant, butterscotch, hazelnut butter, honeysuckle, sandalwood in aroma and cup. Sweet-toned structure with sweetly tart, vivacious acidity; lively, creamy-smooth mouthfeel. The long, resonant finish carries over all the aromas and flavors of the cup.",central_america,"['hazelnut', 'butter']",nutty,2
107,Taiwan Natural Alishan Zhuo-Wu Geisha,0.4,0.9,0.9,"Richly fruit-toned, deeply chocolaty. Dried raspberry, dark chocolate, pink peppercorn, amber in aroma and cup. Sweet-tart structure with juicy acidity; delicate, silky-smooth mouthfeel. The finish, centered around chocolate and berry notes, is rich, resonant and long.",,"['chocolaty', 'chocolate', 'peppercorn', 'fruit']","fruity, chocolate, spicy",1
108,Ethiopia Natural Guji Uraga Tome 74110 Lot K06,0.2,0.9,0.9,"Richly sweet-tart, fruity and juicy. Dried pineapple, dark chocolate, frankincense, wisteria, pistachio in aroma and cup. Richly sweet-savory structure with high-toned acidity; syrupy, viscous mouthfeel. The fruit-driven finish is complicated by notes of wisteria and dark chocolate. ",africa_arabia,"['chocolate', 'pineapple', 'fruit', 'syrupy']","fruity, sweety, chocolate",1
109,Honduras Washed Amucap Espresso,0.4,0.8504273504273505,0.8,"Evaluated as espresso. Dark chocolate, cashew butter, pink grapefruit zest, black cherry, cedar in aroma and small cup. Crisp, velvety mouthfeel; sweetly chocolaty and nut-toned finish. In three parts milk, chocolate and nut impulses harmonize.",central_america,"['espresso', 'chocolate', 'chocolaty', 'grapefruit']","fruity, chocolate",0
110,Kenya Gathaithi AA,0.4,0.9,0.9,"Rich-toned, complex. Blackberry, dark chocolate, magrut lime leaf, fresh-cut cedar, narcissus in aroma and cup. Balanced, sweetly tart structure with juicy-bright acidity; plush, creamy mouthfeel. The long finish consolidates to blackberry and dark chocolate notes with hints of pink peppercorn.",africa_arabia,"['blackberry', 'peppercorn', 'chocolate', 'lime', 'cedar']","chocolate, spicy, green, berry, sour",1
111,Ethiopia Hambela Dabaye,0.4,0.8,0.9,"Delicately tart, sweetly herbaceous. Baking chocolate, red grape, lemon verbena, cedar, cane sugar in aroma and cup. Crisply sweet-tart with brisk acidity; syrupy-smooth mouthfeel. The sweetly herbaceous finish centers around notes of lemon verbena and cane sugar with cedar undertones.",africa_arabia,"['sugar', 'chocolate', 'herbaceous', 'syrupy']","sweety, chocolate, floral",1
112,Ethiopia Biloya Washed G1,0.2,0.8,0.8,"Crisply sweet-savory, spice-toned. Baking chocolate, black cherry, freesia, lemongrass, fresh-cut fir in aroma and cup. Sweetly savory structure with gentle acidity; velvety-smooth mouthfeel. The resonant finish consolidates to notes of crisp chocolate and lemongrass.",africa_arabia,"['chocolate', 'baking', 'sweetly', 'crisp']","sweety, chocolate, body",4
113,Ethiopia Benti Nenka Dry Process,0.4,0.8,0.8,"Crisply fruit-toned. Dried red apple, magnolia, almond, orange zest, oak in aroma and cup. Sweet-tart structure with brisk acidity; lightly satiny mouthfeel. Orange zest and almond notes lead the subtle, satisfying finish.",africa_arabia,"['fruit', 'almond', 'orange', 'toned']","fruity, nutty",2
